1,7
2,3
3,7
4,2
5,5
6,7
7,7
8,7
9,6
10,7
11,6
12,8
13,5
14,7
15,4
16,5
17,8
18,7
19,6
20,6
21,1
22,7
23,6
24,4
25,2
26,7
27,2
28,5
29,7
30,7
31,2
32,6
33,8
34,8
35,5
36,5
37,5
38,1
39,5
40,3
41,3
42,6
43,5
44,8
45,4
46,3
47,5
48,7
49,7
50,5
51,3
52,7
53,6
54,7
55,6
56,5
57,3
58,3
59,7
60,5
61,7
62,7
63,6
64,6
65,5
66,3
67,1
68,5
69,5
70,5
71,2
72,6
73,6
74,5
75,5
76,8
77,5
78,5
79,7
80,2
81,5
82,3
83,2
84,6
85,6
86,3
87,7
88,5
89,3
90,2
91,8
92,7
93,5
94,5
95,5
96,3
97,7
98,3
99,4
100,5
101,7
102,5
103,2
104,3
105,4
106,8
107,3
108,6
109,3
110,1
111,7
112,7
113,5
114,4
115,7
116,6
117,5
118,5
119,2
120,5
121,8
122,7
123,4
124,2
125,4
126,5
127,2
128,2
129,4
130,5
131,8
132,2
133,2
134,5
135,5
136,8
137,3
138,3
139,7
140,5
141,8
142,5
143,3
144,2
145,3
146,1
147,6
148,5
149,7
150,6
151,5
152,7
153,1
154,5
155,6
156,7
157,5
158,6
159,2
160,7
161,5
162,2
163,5
164,4
165,5
166,7
167,5
168,4
169,7
170,6
171,7
172,1
173,2
174,1
175,7
176,7
177,6
178,7
179,5
180,5
181,4
182,3
183,4
184,8
185,1
186,6
187,1
188,8
189,6
190,6
191,6
192,5
193,7
194,2
195,6
196,2
197,7
198,5
199,7
200,2
201,5
202,5
203,3
204,7
205,6
206,2
207,7
208,3
209,6
210,5
211,7
212,6
213,6
214,6
215,3
216,6
217,8
218,8
219,3
220,7
221,2
222,7
223,2
224,7
225,5
226,2
227,8
228,4
229,2
230,2
231,8
232,6
233,8
234,7
235,7
236,5
237,8
238,5
239,5
240,4
241,7
242,3
243,5
244,2
245,2
246,6
247,6
248,5
249,2
250,5
251,4
252,3
253,5
254,7
255,4
256,5
257,7
258,5
259,6
260,7
261,6
262,7
263,7
264,5
265,2
266,5
267,7
268,6
269,7
270,3
271,5
272,5
273,5
274,8
275,3
276,6
277,6
278,1
279,5
280,7
281,6
282,2
283,2
284,4
285,6
286,7
287,4
288,8
289,2
290,3
291,2
292,1
293,5
294,2
295,3
296,8
297,5
298,7
299,4
300,2
301,6
302,5
303,8
304,6
305,2
306,3
307,1
308,7
309,7
310,6
311,5
312,6
313,1
314,5
315,6
316,5
317,6
318,8
319,8
320,3
321,5
322,5
323,6
324,3
325,7
326,2
327,4
328,2
329,2
330,7
331,7
332,2
333,3
334,7
335,5
336,3
337,5
338,5
339,6
340,1
341,5
342,4
343,6
344,2
345,8
346,6
347,6
348,7
349,7
350,2
351,2
352,2
353,5
354,6
355,2
356,3
357,8
358,5
359,5
360,4
361,7
362,5
363,5
364,7
365,7
366,5
367,7
368,7
369,5
370,1
371,5
372,5
373,7
374,2
375,8
376,6
377,5
378,6
379,4
380,5
381,7
382,8
383,7
384,6
385,6
386,8
387,8
388,3
389,7
390,8
391,5
392,7
393,8
394,6
395,7
396,3
397,6
398,5
399,6
400,2
401,4
402,6
403,5
404,6
405,6
406,3
407,5
408,5
409,2
410,7
411,7
412,8
413,6
414,5
415,5
416,7
417,5
418,6
419,6
420,6
421,2
422,1
423,1
424,5
425,1
426,5
427,2
428,5
429,3
430,8
431,3
432,7
433,7
434,4
435,6
436,4
437,6
438,2
439,2
440,2
441,2
442,7
443,5
444,7
445,6
446,5
447,5
448,3
449,3
450,6
451,6
452,7
453,5
454,7
455,3
456,3
457,5
458,8
459,2
460,5
461,7
462,5
463,5
464,8
465,4
466,3
467,3
468,5
469,2
470,3
471,5
472,7
473,4
474,5
475,2
476,6
477,4
478,5
479,3
480,7
481,6
482,3
483,5
484,2
485,6
486,2
487,8
488,6
489,8
490,6
491,7
492,5
493,7
494,7
495,3
496,5
497,8
498,6
499,7
500,3
501,5
502,7
503,6
504,2
505,7
506,6
507,5
508,6
509,5
510,2
511,6
512,7
513,6
514,6
515,6
516,8
517,3
518,6
519,7
520,3
521,6
522,6
523,7
524,2
525,2
526,7
527,3
528,5
529,7
530,6
531,1
532,5
533,3
534,6
535,7
536,7
537,3
538,3
539,6
540,7
541,3
542,3
543,2
544,3
545,8
546,3
547,5
548,7
549,6
550,2
551,6
552,7
553,5
554,7
555,7
556,5
557,4
558,5
559,1
560,5
561,4
562,3
563,3
564,6
565,4
566,7
567,7
568,7
569,7
570,3
571,6
572,4
573,5
574,5
575,3
576,4
577,6
578,4
579,5
580,8
581,7
582,8
583,6
584,3
585,8
586,7
587,2
588,2
589,6
590,7
591,6
592,3
593,7
594,7
595,3
596,3
597,5
598,2
599,4
600,5
601,3
602,6
603,3
604,3
605,6
606,7
607,6
608,6
609,7
610,6
611,6
612,6
613,3
614,6
615,2
616,3
617,3
618,6
619,1
620,6
621,7
622,6
623,5
624,7
625,7
626,2
627,2
628,8
629,6
630,8
631,3
632,2
633,6
634,5
635,7
636,7
637,8
638,5
639,8
640,7
641,3
642,6
643,5
644,1
645,2
646,5
647,6
648,7
649,7
650,5
651,5
652,5
653,6
654,6
655,2
656,8
657,6
658,5
659,7
660,5
661,7
662,4
663,6
664,7
665,2
666,3
667,2
668,5
669,7
670,3
671,6
672,6
673,4
674,6
675,2
676,8
677,5
678,6
679,8
680,4
681,7
682,5
683,3
684,7
685,2
686,2
687,7
688,7
689,3
690,6
691,3
692,5
693,6
694,7
695,5
696,6
697,7
698,2
699,6
700,8
701,4
702,6
703,7
704,5
705,7
706,5
707,7
708,7
709,6
710,8
711,5
712,1
713,5
714,7
715,5
716,2
717,4
718,6
719,3
720,6
721,6
722,7
723,2
724,3
725,5
726,2
727,5
728,7
729,6
730,6
731,6
732,2
733,6
734,5
735,7
736,8
737,5
738,7
739,7
740,6
741,7
742,7
743,7
744,7
745,8
746,6
747,3
748,5
749,8
750,6
751,5
752,2
753,3
754,6
755,6
756,5
757,7
758,7
759,8
760,7
761,7
762,6
763,7
764,5
765,2
766,4
767,7
768,7
769,3
770,2
771,2
772,6
773,7
774,6
775,5
776,5
777,3
778,6
779,4
780,5
781,6
782,3
783,7
784,2
785,6
786,3
787,7
788,6
789,3
790,7
791,7
792,4
793,8
794,6
795,5
796,6
797,3
798,2
799,3
800,8
801,2
802,3
803,6
804,4
