1,2
2,1
3,2
4,5
5,7
6,7
7,2
8,1
9,1
10,2
11,1
12,1
13,5
14,2
15,3
16,4
17,1
18,2
19,3
20,1
21,4
22,4
23,1
24,4
25,4
26,2
27,1
28,4
29,1
30,4
31,6
32,4
33,2
34,1
35,1
36,1
37,5
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,1
46,1
47,2
48,6
49,4
50,3
51,1
52,4
53,1
54,1
55,2
56,1
57,3
58,1
59,4
60,2
61,7
62,1
63,4
64,1
65,1
66,3
67,1
68,1
69,1
70,4
71,1
72,3
73,1
74,1
75,4
76,2
77,1
78,1
79,1
80,1
81,1
82,2
83,4
84,3
85,2
86,7
87,1
88,1
89,2
90,1
91,1
92,1
93,4
94,7
95,1
96,4
97,1
98,2
99,2
100,1
101,4
102,7
103,2
104,2
105,1
106,1
107,1
108,2
109,1
110,4
111,1
112,1
113,1
114,1
115,5
116,1
117,1
118,4
119,7
120,1
121,1
122,2
123,2
124,1
125,1
126,3
127,3
128,2
129,1
130,1
131,1
132,4
133,3
134,1
135,1
136,1
137,2
138,1
139,2
140,5
141,2
142,2
143,1
144,2
145,1
146,1
147,4
148,1
149,1
150,2
151,5
152,1
153,2
154,1
155,1
156,1
157,5
158,1
159,1
160,5
161,1
162,4
163,1
164,1
165,5
166,1
167,1
168,2
169,2
170,3
171,3
172,3
173,1
174,1
175,4
176,1
177,1
178,1
179,3
180,4
181,1
182,4
183,2
184,2
185,1
186,4
187,1
188,3
189,2
190,2
191,1
192,1
193,3
194,1
195,7
196,7
197,5
198,1
199,3
200,2
201,1
202,4
203,3
204,2
205,4
206,2
207,2
208,1
209,1
210,1
211,2
212,7
213,4
214,7
215,5
216,5
217,1
218,4
219,5
220,3
221,1
222,3
223,4
224,3
225,1
226,2
227,2
228,1
229,4
230,1
231,1
232,1
233,7
234,1
235,2
236,4
237,1
238,7
239,1
240,6
241,1
242,4
243,3
244,1
245,1
246,1
247,4
248,1
249,7
250,1
251,1
252,1
253,1
254,1
255,1
256,1
257,4
258,3
259,1
260,2
261,1
262,1
263,1
264,4
265,1
266,4
267,4
268,1
269,4
270,7
271,4
272,4
273,1
274,1
275,1
276,1
277,1
278,1
279,1
280,1
281,1
282,1
283,4
284,5
285,4
286,3
287,3
288,2
289,1
290,1
291,1
292,1
293,1
294,4
295,6
296,2
297,1
298,2
299,7
300,2
301,1
302,7
303,2
304,1
305,1
306,7
307,4
308,1
309,5
310,1
311,2
312,2
313,1
314,1
315,7
316,2
317,2
318,1
319,1
320,1
321,1
322,1
323,4
324,6
325,2
326,1
327,2
328,1
329,1
330,4
331,7
332,2
333,1
334,1
335,4
336,4
337,1
338,1
339,7
340,2
341,6
342,3
343,1
344,3
345,2
346,1
347,1
348,4
349,1
350,4
351,4
352,1
353,5
354,1
355,4
356,1
357,1
358,1
359,1
360,1
361,1
362,1
363,1
364,1
365,2
366,2
367,1
368,4
369,4
370,1
371,1
372,1
373,1
374,1
375,1
376,7
377,7
378,4
379,1
380,4
381,1
382,1
383,1
384,2
385,1
386,1
387,1
388,1
389,1
390,2
391,2
392,4
393,1
394,1
395,2
396,1
397,3
398,1
399,1
400,2
401,1
402,3
403,1
404,1
405,1
406,1
407,2
408,1
409,1
410,4
411,1
412,4
413,1
414,4
415,1
416,1
417,1
418,1
419,1
420,1
421,1
422,1
423,2
424,4
425,1
426,1
427,1
428,1
429,1
430,1
431,3
432,1
433,1
434,1
435,1
436,1
437,1
438,2
439,2
440,1
441,4
442,1
443,1
444,1
445,4
446,1
447,4
448,1
449,4
450,1
451,1
452,1
453,1
454,1
455,1
456,1
457,1
458,1
459,2
460,2
461,5
462,2
463,1
464,2
465,2
466,1
467,1
468,1
469,3
470,7
471,1
472,2
473,1
474,1
475,1
476,4
477,7
478,1
479,1
480,1
481,2
482,1
483,2
484,1
485,1
486,1
487,2
488,7
489,1
490,2
491,1
492,1
493,1
494,2
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,4
503,1
504,2
505,4
506,4
507,1
508,5
509,2
510,5
511,1
512,1
513,1
514,3
515,2
516,4
517,1
518,4
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,4
529,6
530,4
531,1
532,1
533,1
534,2
535,4
536,1
537,1
538,1
539,7
540,2
541,1
542,1
543,3
544,1
545,4
546,5
547,5
548,2
549,3
550,4
551,1
552,4
553,4
554,3
555,1
556,4
557,1
558,1
559,1
560,1
561,1
562,2
563,1
564,1
565,2
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,2
574,2
575,1
576,2
577,4
578,1
579,1
580,3
581,4
582,7
583,1
584,1
585,2
586,1
587,4
588,3
589,4
590,1
591,3
592,2
593,1
594,1
595,1
596,7
597,1
598,4
599,2
600,1
601,1
602,1
603,1
604,1
605,1
606,4
607,4
608,1
609,1
610,1
611,2
612,2
613,1
614,4
615,2
616,1
617,1
618,2
619,4
620,2
621,4
622,1
623,1
624,1
625,1
626,1
627,1
628,4
629,4
630,2
631,2
632,1
633,7
634,1
635,2
636,4
637,1
638,1
639,1
640,1
641,1
642,4
643,1
644,7
645,3
646,5
647,1
648,1
649,1
650,1
651,1
652,3
653,4
654,4
655,1
656,1
657,7
658,1
659,1
660,1
661,1
662,1
663,7
664,7
665,1
666,1
667,1
668,2
669,4
670,4
671,4
672,4
673,5
674,1
675,1
676,1
677,1
678,2
679,4
680,3
681,2
682,1
683,7
684,2
685,4
686,1
687,1
688,4
689,2
690,7
691,7
692,7
693,3
694,2
695,1
696,2
697,1
698,1
699,1
700,1
701,1
702,2
703,1
704,1
705,1
706,2
707,1
708,4
709,2
710,2
711,2
712,1
713,1
714,1
715,1
716,1
717,1
718,1
719,3
720,4
721,4
722,1
723,1
724,1
725,1
726,1
727,1
728,1
729,1
730,2
731,7
732,1
733,1
734,2
735,4
736,2
737,1
738,3
739,1
740,1
741,1
742,1
743,1
744,1
745,1
746,2
747,1
748,4
749,1
750,1
751,1
752,1
753,2
754,7
755,1
756,1
757,1
758,3
759,3
760,2
761,1
762,1
763,1
764,3
765,2
766,3
767,1
768,2
769,1
770,1
771,1
772,7
773,1
774,1
775,4
776,2
777,4
778,1
779,1
780,4
781,1
782,4
783,4
784,3
785,4
786,4
787,4
788,1
789,3
790,1
791,1
792,1
793,4
794,2
795,1
796,1
797,4
798,4
799,2
800,2
801,3
802,4
803,1
804,4
805,1
806,1
807,4
808,1
809,1
810,2
811,1
812,7
813,6
814,3
815,1
816,1
817,2
818,1
819,6
820,2
821,1
822,3
823,1
824,4
825,7
826,1
827,2
828,7
829,1
830,1
831,1
832,1
833,2
834,2
835,1
836,1
837,4
838,4
839,1
840,2
841,1
842,1
843,2
844,7
845,1
846,4
847,1
848,1
849,1
850,1
851,1
852,4
853,2
854,4
855,1
856,1
857,1
858,1
859,1
860,1
861,1
862,1
863,2
864,2
865,1
866,1
867,3
868,1
869,2
870,3
871,4
872,4
873,4
874,1
875,1
876,2
877,1
878,2
879,1
880,1
881,1
882,3
883,1
884,4
885,2
886,4
887,4
888,4
889,2
890,2
891,1
892,1
893,3
894,1
895,1
896,1
897,1
898,2
899,1
900,1
901,1
902,5
903,1
904,1
905,1
906,1
907,1
908,1
909,4
910,4
911,1
912,2
913,2
914,3
915,2
916,2
917,2
918,5
919,2
920,2
921,3
922,1
923,2
924,2
925,3
926,3
927,1
928,1
929,2
930,1
931,2
932,1
933,2
934,2
935,3
936,1
937,1
938,7
939,2
940,2
941,1
942,1
943,2
944,1
945,2
946,1
947,1
948,1
949,2
950,1
951,1
952,1
953,1
954,1
955,1
956,1
957,1
958,1
959,4
960,1
961,3
962,1
963,4
964,1
965,1
966,1
967,1
968,1
969,2
970,1
971,2
972,1
973,7
974,1
975,1
976,1
977,1
978,1
979,4
980,5
981,1
982,5
983,1
984,1
985,4
986,1
987,2
988,4
989,4
990,1
991,1
992,1
993,4
994,1
995,1
996,3
997,1
998,1
999,1
1000,1
1001,1
1002,1
1003,4
1004,1
1005,7
1006,2
1007,1
1008,5
1009,2
1010,1
1011,2
1012,1
1013,3
1014,1
1015,1
1016,1
1017,5
1018,5
1019,1
1020,4
1021,1
1022,1
1023,2
1024,3
1025,2
1026,3
1027,1
1028,3
1029,4
1030,4
1031,1
1032,1
1033,4
1034,4
1035,1
1036,5
1037,7
1038,1
1039,1
1040,4
1041,1
1042,4
1043,2
1044,1
1045,1
1046,1
1047,1
1048,7
1049,1
1050,1
1051,1
1052,4
1053,1
1054,1
1055,1
1056,3
1057,2
1058,1
1059,2
1060,1
1061,1
1062,4
1063,4
1064,2
1065,2
1066,3
1067,2
1068,4
1069,1
1070,1
1071,1
1072,1
1073,3
1074,5
1075,4
1076,6
1077,1
1078,2
1079,2
1080,5
1081,1
1082,1
1083,7
