"","waldStat","df","pvalue","padj"
"Inpp5k",0.127522069554661,2,0.938229176888537,1
"Myo1c",2.18941634392362,3,0.534036028904455,1
"Crk",0.220205576318022,4,0.994365757042024,1
"Ywhae",1.68843327372998,4,0.792817647421936,1
"Mrm3",NA,NA,NA,NA
"Timm22",0.0454723772847479,4,0.999745417366999,1
"Blmh",0.0680249527784491,4,0.999434525705553,1
"Ssh2",0,2,1,1
"Git1",0.0602555127079184,4,0.999555172456071,1
"Myo18a",0.311649986341769,4,0.989049770686952,1
"Phf12",0.171178425589172,4,0.996539680816109,1
"Dhrs13",1.81195721451897,4,0.770293994486929,1
"Flot2",0,4,1,1
"Fam222b",0,2,1,1
"Sdf2",0.474502017901608,4,0.975935267918315,1
"X2610507B11Rik",0.62485424247997,4,0.960262173919082,1
"Spag5",9.03056215954897,3,0.02888729359211,0.745393533601321
"Pigs",0,4,1,1
"Unc119",0,4,1,1
"Poldip2",0.0293007232317042,4,0.999893725867091,1
"Ift20",0.0301030889762755,4,0.999887855751783,1
"Lyrm9",4.76421286755733,2,0.0923558310299314,1
"Suz12",0.00511028378554145,4,0.999996741180257,1
"Atad5",0.966964834388413,3,0.809244760708702,1
"Rnf135",1.47017938705119,4,0.831910359537043,1
"Rhot1",3.34938644661832,4,0.50114563455068,1
"Zfp207",1.81628527299502,4,0.769501551707382,1
"Psmd11",0.391089083018683,4,0.983199945023162,1
"Cdk5r1",0.384069539551931,4,0.983760277257902,1
"Zfp830",0.067570918709771,4,0.999441964845563,1
"Slfn5",4.21458537172031,4,0.377743132575937,1
"Slfn2",1.96646025214676,5,0.853766173629809,1
"Slfn1",6.58341061479632,3,0.0864304044048511,1
"Slfn4",0.722972988840593,2,0.696640004539068,1
"Ap2b1",0,4,1,1
"X1700020L24Rik",0,4,1,1
"Taf15",0,4,1,1
"Wfdc17",0.812091374374327,4,0.936819735600384,1
"Wfdc21",2.21047083388611,4,0.697112748301698,1
"Heatr6",0,4,1,1
"Ddx52",0.212381787959602,4,0.994745446479737,1
"Synrg",0.00890920375563523,2,0.995555305145054,1
"Acaca",2.11289524209149,4,0.715003684873071,1
"Ppm1d",5.38152317208803,4,0.250341634143907,1
"Rnft1",3.98333070548162,4,0.408266494001269,1
"Ptrh2",0.000447278346569664,2,0.999776385832091,1
"Ska2",0.0421852843601072,4,0.999780653655238,1
"Trim37",0.328308511627786,4,0.987914233591529,1
"Mtmr4",0.00234334682581624,4,0.999999314126636,1
"Supt4a",0,4,1,1
"Mir142hg",0,4,1,1
"Tspoap1",3.60628928692098,2,0.164779898600055,1
"Mpo",18.0724306654151,5,0.00285698532947332,0.159168712976869
"Srsf1",0,4,1,1
"Vezf1",0.00565479525741654,3,0.999887096475484,1
"Mrps23",0,4,1,1
"Trim25",0.150945114144719,4,0.997291271135425,1
"Mmd",0.0361538863399492,3,0.998191386669025,1
"Cox11",1.6213122100497,4,0.804956664069759,1
"Mbtd1",0.266642308314585,4,0.991864516044409,1
"Spag9",0,4,1,1
"Tob1",2.60132359743984,4,0.626588672342564,1
"Ankrd40",19.3411550790787,3,0.000232396274087776,0.0219107974313014
"Lrrc59",0.278062554919385,2,0.870200810361827,1
"Mrpl27",1.84129851842518,4,0.764918509396153,1
"Ppp1r9b",0,2,1,1
"Fam117a",0,4,1,1
"Slc35b1",6.668230977301,4,0.154494321283895,1
"Spop",0,4,1,1
"Phb",1.24876907620135,3,0.741332781574121,1
"Gngt2",0.172554526211876,2,0.917339851460303,1
"Snf8",0,4,1,1
"Hoxb4",0.655011751655007,2,0.720719056442245,1
"Cbx1",0.143685948186876,3,0.98612296559041,1
"Scrn2",3.6036576419323,4,0.46229296446617,1
"Mrpl10",0.0054298629540151,4,0.999996321237205,1
"Osbpl7",0.4117259365479,2,0.813944604875384,1
"Mrpl45",0.000603364797396129,4,0.999999954503016,1
"Socs7",3.50825273395532,4,0.47662460819874,1
"Arhgap23",0.329545012046675,2,0.848086616740847,1
"Mllt6",0.20124034424051,2,0.904276437066289,1
"Cisd3",1.70239621955978,2,0.426903148586234,1
"Psmb3",0.217380006856866,4,0.994504294792356,1
"Lasp1",0,4,1,1
"Rpl19",6.58033372690135,3,0.0865476134444482,1
"Cdk12",0.0235152861304109,2,0.988311207914088,1
"Stard3",0.0403159656404385,2,0.980043830987506,1
"Psmd3",2.57571440496301,4,0.6311311821449,1
"Thra",0.0367859484101543,2,0.981775144234357,1
"Casc3",0.0297047050619857,2,0.985257399625772,1
"Wipf2",0,4,1,1
"Cdc6",2.86190300911641,4,0.581195111605622,1
"Igfbp4",4.46891273629895,2,0.107050309995514,1
"Eif1",0.399064376387628,4,0.982553434379905,1
"Nkiras2",0,4,1,1
"Stat5a",2.17110183575716,4,0.704323248551218,1
"Hsd17b1",0.233015298819944,2,0.890023288797617,1
"Coasy",5.37357509769649,3,0.146398831727598,1
"Mlx",2.27236057614061,4,0.685805673610107,1
"Tubg1",2.21036852195744,2,0.331149858622965,1
"Psme3",0.00257604982575546,4,0.999999171207849,1
"Ifi35",2.60973963597141,4,0.625098762812694,1
"Nbr1",0.307778030936884,2,0.857367170225075,1
"Rdm1",2.03632069680709,4,0.729078427424776,1
"Dhx8",0.182583861743068,4,0.996078032270266,1
"G6pc3",2.89471281433714,2,0.235191216805597,1
"BC030867",0.0161220716917173,4,0.999967683926713,1
"Tmub2",0,4,1,1
"Grn",0.0395034479618307,4,0.99980748435843,1
"Hexim1",0,4,1,1
"Fmnl1",0,4,1,1
"Arf2",0.242390793480512,4,0.993223105332138,1
"Itgb3",0.026370183770009,2,0.986901450664296,1
"Mettl2",1.02763725120327,4,0.905576722413506,1
"Tlk2",1.40648142814899,4,0.843067734126046,1
"Dcaf7",0.719683160830721,4,0.948879587066594,1
"Ddx42",8.5881446351769,4,0.0722599999767535,1
"Psmc5",0,4,1,1
"Milr1",1.18004768487553,4,0.881372584920135,1
"Gm11713",0.00999026413280637,2,0.995017322859148,1
"Psmd12",1.01522810216229,4,0.907478187859537,1
"Helz",0.682544319240154,4,0.9534639877153,1
"Gna13",0,4,1,1
"Amz2",0.167889269489208,4,0.996667756298154,1
"Prkar1a",0,4,1,1
"Rpl38",0.688588293998375,4,0.952728725099581,1
"Cd300a",6.08839228095914,4,0.192643617421418,1
"Rab37",0.0390179049343046,4,0.999812157404402,1
"Slc9a3r1",0,4,1,1
"Mrpl58",0.106606459922745,4,0.998628870268845,1
"Kctd2",0.0645340626113715,4,0.999490483396242,1
"Nup85",7.38434560706209,2,0.0249178016927406,0.686312785200054
"Mrps7",1.77540456605748,3,0.620301747419316,1
"Tmem94",2.08661917855428,4,0.719831049254653,1
"Tsen54",3.1975626698955,3,0.362156353392507,1
"Smim5",0.0168787313190601,4,0.999964588279648,1
"Smim6",1.03521584177161,4,0.904409927352775,1
"Sap30bp",0,4,1,1
"Unk",2.0376933224217,4,0.728825989750113,1
"Ten1",0.0558864137939725,4,0.99961678584601,1
"Ubald2",0,4,1,1
"X1810032O08Rik",1.96511151557075,2,0.374353119291883,1
"Mettl23",0.0511537390935518,2,0.974747447691286,1
"Mfsd11",1.48265068136365,4,0.829710173814646,1
"Snhg20",0.00147071151229989,4,0.999999729758467,1
"Sec14l1",0,2,1,1
"Sept9",0,4,1,1
"Tnrc6c",0.347638494522336,4,0.986534974669096,1
"Birc5",2.22829734836365,3,0.526396204056404,1
"Pgs1",2.93177134386986,4,0.569307465286573,1
"Gaa",2.55231754259958,2,0.279107359165814,1
"Rnf213",0.330866285511393,2,0.847526524598698,1
"Endov",0.00778771218926352,2,0.996113715132733,1
"Rptor",11.888169917232,3,0.00777622766839836,0.329101979166354
"Chmp6",0.510109705214163,4,0.972509364994185,1
"Ndufaf8",9.2941753632484e-06,4,0.999999999989202,1
"Mrpl12",0.0857104809224555,3,0.993495258995597,1
"Slc25a10",0.138888050451816,4,0.997697540351039,1
"Anapc11",0,4,1,1
"Gm17586",2.60602667432642,4,0.625755896808991,1
"Lrrc45",3.23200240701283,4,0.519777569512549,1
"Hmga1b",37.159763912076,3,4.25681330185057e-08,1.00982596844545e-05
"Gps1",0.0630031556546661,4,0.999514123420501,1
"Slc16a3",0,4,1,1
"Narf",0,4,1,1
"Foxk2",0.0362088650812182,4,0.999838079429429,1
"Tbcd",1.95936353541546,4,0.743233022732707,1
"Rab10",0,4,1,1
"Ncoa1",0.0846453471343274,2,0.958560428552486,1
"Fkbp1b",5.37500160175699,4,0.250937377747261,1
"Ubxn2a",0,4,1,1
"Rhob",0,4,1,1
"Gen1",0.776497532499162,4,0.9415708383619,1
"Mycn",3.20176180970601,3,0.361551256861201,1
"Ddx1",0.588726696594985,2,0.745005745689444,1
"Pqlc3",0.104824878270723,4,0.998673531296099,1
"Itgb1bp1",0.911693876812758,2,0.633910857079341,1
"Adam17",1.90662882372149,4,0.752927163901185,1
"Ywhaq",1.53600329170658,4,0.820245370862589,1
"Id2",4.49020054072575,4,0.343711024148032,1
"Rps7",3.23930324927614,2,0.197967654124955,1
"Trappc12",0.0257357802303123,4,0.999917915519405,1
"Acp1",0.0614487697074276,3,0.996022624399084,1
"Dld",1.82550143162006,4,0.767813553299116,1
"Cbll1",0.249199112773285,4,0.992853127259135,1
"Bcap29",5.27586589826557,2,0.0715089294882278,1
"Hbp1",0,2,1,1
"Prkar2b",0.0719548956132134,4,0.999368126983195,1
"Pik3cg",7.1277387086524,4,0.129289843264725,1
"Tspan13",0,5,1,1
"Bzw2",5.17007206944101,4,0.270287922321475,1
"Ifrd1",0.241055295420441,4,0.993294622730593,1
"Zfp277",8.39092271495015,4,0.0782633443808025,1
"Dnajb9",3.53718830392785,4,0.472246356904674,1
"Strn3",0,4,1,1
"Hectd1",0,4,1,1
"Heatr5a",2.40545573807264,2,0.30037371316297,1
"Egln3",3.73328466300869,4,0.443303382955783,1
"Sptssa",11.9543268038981,3,0.00754126647387765,0.327049005565388
"Eapp",0,4,1,1
"Snx6",0,2,1,1
"Cfl2",0.00198436679702619,4,0.999999508111508,1
"Baz1a",0.000133664145036651,4,0.999999997766837,1
"Ppp2r3c",0.727711364263251,4,0.947868088844979,1
"Nfkbia",1.25307849236291,4,0.869284647062283,1
"Ralgapa1",0,4,1,1
"Mbip",0.504192495927151,3,0.917969377867678,1
"Sec23a",0.112028406130188,4,0.998488575355212,1
"Trappc6b",0,4,1,1
"Fbxo33",0.00150641640220139,3,0.999984456811988,1
"Klhl28",1.55566352770035,4,0.816737729451708,1
"Fkbp3",0.116935345820191,3,0.989730408015337,1
"Mis18bp1",1.37778996456173,4,0.848045894449263,1
"Rpl10l",2.12932976333407,3,0.546001979230748,1
"Rps29",0.0986854576327174,4,0.998821961227712,1
"Rpl36al",2.51522711331576,4,0.641911233992113,1
"Nemf",0.529550360653293,4,0.970561220458813,1
"Vcpkmt",9.86015964684639,4,0.0428503207069881,0.916026348588958
"Sos2",0,4,1,1
"L2hgdh",0.000237222904050219,2,0.999881395582035,1
"Map4k5",0.804313840721435,4,0.937868799899762,1
"Sav1",1.92608066697418,4,0.749352430406574,1
"Nin",0,4,1,1
"Pygl",0,5,1,1
"Timm9",4.06640943272892,3,0.254381826605145,1
"Dhrs7",2.03416156303708,4,0.729475516933525,1
"Ppp2r5e",1.21604148504303,4,0.875450496240156,1
"Wdr89",0.653267623651947,4,0.956964439564203,1
"Sgpp1",1.12572566088647,4,0.890169359053138,1
"Zbtb25",0.327189501990905,4,0.987992063292819,1
"Max",0,4,1,1
"Atp6v1d",1.33343671027272,4,0.855677506328922,1
"Tmem229b",0.316788109937811,4,0.988704830444778,1
"Pigh",0.269834169682572,3,0.965598286765944,1
"Vti1b",0,4,1,1
"Rdh11",0.207688777104379,4,0.994967303636415,1
"Actn1",0,5,1,1
"Dcaf5",0.00573894426998017,4,0.999995890931986,1
"Erh",2.38304530892383,2,0.303758392687579,1
"Med6",0.491679919975815,4,0.974305868861159,1
"Numb",0.268520489708996,2,0.874362486653505,1
"Elmsan1",0,2,1,1
"Entpd5",0.0363551336410978,4,0.999836776551705,1
"Npc2",6.98249037241335,4,0.136816427275796,1
"Arel1",0.208710659657973,4,0.994919373236728,1
"Acyp1",0.00806790625875069,4,0.999991885459218,1
"Nek9",0.577748094962267,4,0.965503992791902,1
"Tmed10",0.0283840545485672,4,0.999900240951741,1
"Erg28",0,4,1,1
"Tmed8",20.1438985478132,3,0.000158476248628192,0.0157491126001584
"Vipas39",1.8854223198143,4,0.7568224045767,1
"Sptlc2",0.105218902457403,4,0.998663715229838,1
"Alkbh1",1.91901722704371,2,0.383081080596217,1
"Snw1",0.171292512218898,4,0.996535197646436,1
"Dio2",10.3599606088069,2,0.0056281172624395,0.272297199657764
"Cep128",0.339945155393889,4,0.987091768143966,1
"Gtf2a1",10.3418626947498,4,0.0350464283193229,0.839456620121008
"Sel1l",3.1979962268255,4,0.52525465143169,1
"Galc",0.0949899810295904,4,0.998907197507163,1
"Eml5",6.04561940596618,2,0.0486642938818413,0.995679294496213
"Foxn3",0.031612521266234,4,0.999876389626998,1
"Nrde2",0.463871262750431,2,0.792997165800919,1
"Ttc7b",0.0686172199139435,4,0.999424749359186,1
"Rps6ka5",1.12560770116545,4,0.890188267164118,1
"Ccdc88c",0,4,1,1
"Ppp4r3a",1.3675715868589,4,0.849811187308208,1
"Trip11",0.00245192533411465,4,0.999999249121688,1
"Atxn3",3.08562026478404,4,0.543600698593527,1
"Itpk1",3.60937998542695,4,0.461442890906347,1
"Btbd7",1.03324819990697,2,0.596530981517736,1
"Ddx24",0.115424998239167,4,0.998397343054385,1
"Ifi27l2a",36.9718535332318,5,6.06780134804197e-07,0.000111990920676786
"Dicer1",0.0400712624423541,3,0.997892082998268,1
"Gm28875",2.37957954912867e-06,4,0.999999999999292,1
"Snhg10",0,4,1,1
"Atg2b",2.15853571177827e-05,4,0.999999999941759,1
"Setd3",0.564463948454417,4,0.966929506883132,1
"Wars",0.325865878073518,4,0.988083837354866,1
"Hsp90aa1",0.732215086269863,2,0.693428223754649,1
"Cinp",3.53736502102598,4,0.47221970196272,1
"Ankrd9",0.274822456777522,4,0.991380958192155,1
"Bag5",4.01640425917377,4,0.403790326958669,1
"Ppp1r13b",6.39241322813897,3,0.0940034054607526,1
"X5033406O09Rik",7.06471788637613,5,0.215871484206558,1
"X2010107E04Rik",0,4,1,1
"Akt1",0,4,1,1
"Cdca4",1.59358551809969,2,0.450772383831138,1
"Nudt14",0.875542622210557,4,0.928043105795058,1
"Brf1",0.218859798687254,4,0.994431939280092,1
"Ighm",56.8674391578308,5,5.38530331439802e-11,1.88588193209919e-08
"Sp4",0,2,1,1
"Rab10os",1.45983548257241,4,0.833731490501776,1
"Asxl2",0,4,1,1
"Dtnb",0,3,1,1
"Dnmt3a",1.10930971380697,4,0.892792317017175,1
"Ptrhd1",0.45460751927562,4,0.977766821028975,1
"Itsn2",7.25099182386243,4,0.123204177212292,1
"Sf3b6",0,4,1,1
"Atad2b",0.140770578662766,4,0.997636176057592,1
"Ldah",1.30678007896614,4,0.860224145038409,1
"Pum2",0,4,1,1
"Laptm4a",0,4,1,1
"Ttc32",0.286250391759166,3,0.962593322811433,1
"Rdh14",0.671768983764629,4,0.954764201247118,1
"Smc6",7.19479290724182,2,0.0273949537126486,0.732590871282973
"Rock2",0.251659161047667,4,0.992717237074457,1
"Pdia6",2.58400729714758,4,0.629658759550935,1
"Nol10",4.34308467701879,3,0.226721136789892,1
"Odc1",0,4,1,1
"Hpcal1",0.338767763305066,3,0.952579763284868,1
"Cpsf3",0.430324050950151,4,0.979919745249959,1
"Iah1",4.51225582873418,3,0.211199697118034,1
"Taf1b",1.91760244433224,3,0.589683478065316,1
"Rrm2",30.664652943576,2,2.19409394319747e-07,4.71126209351969e-05
"Cmpk2",4.87939029091585,4,0.29989816903245,1
"Rnaseh1",1.67580470410962,4,0.795107894793506,1
"Adi1",0.945933226694269,2,0.62315087575233,1
"Eipr1",0.176473209561087,2,0.915544228953018,1
"Tmem18",0.708103651521924,2,0.701838593093681,1
"Ccdc71l",6.27808215818446,4,0.179321150915922,1
"Nampt",1.32136662310651,4,0.857740081745512,1
"Sypl",0,4,1,1
"Twistnb",2.67385846232487,4,0.613796733866157,1
"Snx13",0,4,1,1
"Ankmy2",3.90105502501084,4,0.41956217984957,1
"Immp2l",5.71308484713731,3,0.126434944658895,1
"Pnpla8",0,3,1,1
"G2e3",4.69983945126168,4,0.319504684730355,1
"Scfd1",0.357197978223514,4,0.985828816654305,1
"Nubpl",0.348984161737653,3,0.950567286805745,1
"X1110008L16Rik",0.0371720002056592,2,0.981585654494552,1
"Psma6",0,4,1,1
"Brms1l",4.33353922848916,3,0.227627525576607,1
"Gemin2",0.904129881093002,4,0.92396757472077,1
"Pnn",1.50131531311512,4,0.82640845056599,1
"Mia2",0.142404054394802,4,0.997582307986818,1
"Togaram1",3.98021741070248,3,0.263608230951117,1
"Prpf39",0.00543992921191496,4,0.999996307597055,1
"Fancm",0.35068267091915,3,0.950230819337024,1
"Lrr1",4.19181916406644,2,0.122958352066519,1
"Mgat2",0.708883612347026,4,0.950228888750987,1
"Klhdc2",3.12975695994685,4,0.536350518777834,1
"Arf6",4.39507179834583,4,0.35517117681805,1
"Atp5s",0.016005538392329,2,0.992029167709891,1
"Tmx1",0.571314084696246,4,0.966197380814412,1
"Frmd6",5.03317714710887,4,0.283910222396445,1
"Actr10",0,3,1,1
"Psma3",4.18384568581282,4,0.381696432250164,1
"Arid4a",0.259259447326798,2,0.878420629082785,1
"X2700049A03Rik",3.26303813041066,4,0.514809785841608,1
"Daam1",8.24983041194477,4,0.0828435635381427,1
"Jkamp",0.0905793436060991,4,0.999004868571155,1
"Pcnx4",1.25509506623978,2,0.5338995677313,1
"Ppm1a",0.143790496100556,4,0.997536133766153,1
"Mnat1",2.04856384296461,4,0.726826929872949,1
"Snapc1",0.00537640002701189,4,0.999996393259174,1
"Syne2",2.18051591264924,4,0.702597938058321,1
"Mthfd1",4.74721181374769,4,0.314231993675942,1
"Zbtb1",1.3058360461814,4,0.860384584609753,1
"Hspa2",6.36266027421559,4,0.173652218083902,1
"Churc1",0.0148725051817829,4,0.999972487761827,1
"Fntb",5.99321605114611,4,0.199655476008022,1
"Fut8",1.02791861824624,2,0.598122731706032,1
"Gphn",1.48812151713003,4,0.828743488059238,1
"Mpp5",0,2,1,1
"Eif2s1",6.18144589544478,4,0.186001371162719,1
"Rdh12",0,3,1,1
"Slc39a9",0.596827393120764,4,0.963415582337826,1
"Susd6",0,2,1,1
"Srsf5",0.00673190031777473,4,0.999994347885379,1
"Pcnx",3.1924273216392,4,0.526154932306018,1
"Sipa1l1",0.280413738070889,4,0.991043194297354,1
"Rbm25",0.171579233362882,4,0.99652391854254,1
"Psen1",0.698464587655047,4,0.951518133740915,1
"Riox1",0,4,1,1
"Acot2",0.430866514497701,4,0.979872660827518,1
"Ptgr2",0.0103935830132505,4,0.999986543370604,1
"Zfp410",0,4,1,1
"Isca2",2.39809780067323,4,0.662971052274295,1
"Fcf1",0.0930391253295226,4,0.998950944129383,1
"Ylpm1",2.42833665787081,3,0.488381561340909,1
"Eif2b2",4.82895634514114e-05,4,0.999999999708519,1
"Fos",4.6656552980126,5,0.458029717598985,1
"Batf",0.144256864471562,4,0.997520508456564,1
"Gpatch2l",0.118390268685968,2,0.942522832637823,1
"Cipc",1.09632749264685,3,0.777960714718051,1
"Gstz1",3.89947641630545,3,0.272525452697262,1
"Ahsa1",0,4,1,1
"Slirp",1.54324704388944,4,0.81895417282301,1
"Adck1",1.76790970792946,4,0.77834793234623,1
"Gpr65",0,4,1,1
"Zc3h14",0.300705367335144,4,0.989768593753157,1
"Tdp1",0.158729883011393,4,0.997012381397655,1
"Psmc1",0.0807600464788239,4,0.999206345240653,1
"Calm1",0,4,1,1
"Cpsf2",0,4,1,1
"Rin3",0,4,1,1
"Golga5",0.540389505882102,4,0.969451806232772,1
"Tmem251",0,4,1,1
"Ubr7",1.11813796290137,4,0.891383842057781,1
"Ifi27",26.2041167372395,4,2.87826553135861e-05,0.00358758724027309
"Serpina3g",3.53320767724781,2,0.170912450558958,1
"Glrx5",0.973405813931759,4,0.913801367810415,1
"Gskip",0,4,1,1
"Papola",0,4,1,1
"Vrk1",0.8639102589301,4,0.929680411362616,1
"Ccnk",0,4,1,1
"Evl",NA,NA,NA,NA
"Yy1",0,4,1,1
"Ppp2r5c",0,4,1,1
"Dync1h1",0.885975204377126,4,0.926564226400967,1
"Rcor1",0.316005244753086,4,0.988757693736759,1
"Traf3",4.97320823395399,4,0.290057561765666,1
"Tnfaip2",5.34857473741782,4,0.253363979969135,1
"Eif5",0,4,1,1
"Mark3",0.000672698481592462,4,0.999999943447276,1
"Trmt61a",NA,NA,NA,NA
"Apopt1",0.0143244647494812,4,0.999974473353781,1
"Inf2",4.74392086805611,4,0.314595960788375,1
"Adssl1",0.202125488511877,4,0.995224539230636,1
"Siva1",0.0958590691030361,3,0.99232967876987,1
"Pacs2",0,2,1,1
"Mta1",0.0279206104229369,4,0.999903457117582,1
"Crip1",0,4,1,1
"Tedc1",6.80389438949587,3,0.0784180639708216,1
"Zfp386",0.762999096268657,4,0.943338585051163,1
"Ncapg2",1.04988743864593,4,0.902139409110965,1
"Cdca7l",6.73697216954288,2,0.0344417397685278,0.839456620121008
"Fam208b",4.82143628246895,4,0.306114741984491,1
"Net1",6.35844412464683,4,0.173930942174891,1
"Akr1e1",NA,NA,NA,NA
"Pfkp",0,4,1,1
"Wdr37",0,4,1,1
"Gtpbp4",0.318305907134823,2,0.852865900110367,1
"Zmynd11",0,4,1,1
"Mtr",5.18961491510178,3,0.158427631222564,1
"Lgals8",0.636889689613903,2,0.727279190073503,1
"Ggps1",0.0361993611628733,4,0.999838163906529,1
"Mrpl32",0.589080102041865,4,0.964269371956558,1
"Cdk13",0,4,1,1
"Rala",0,2,1,1
"Stard3nl",1.76276566996932,4,0.779287079413538,1
"Gpr141",7.53009961942571,4,0.110389327675687,1
"Gm32036",0.249824127935688,4,0.992818712831428,1
"Zkscan3",0.184526607573793,4,0.995996699811664,1
"Zscan26",5.15088963402087,2,0.0761199558156833,1
"Gm11273",0,4,1,1
"Zkscan8",0.936526149384223,4,0.919263057523281,1
"Hist1h1b",11.6471611361523,4,0.0201773170465394,0.623462141009456
"Prss16",14.3226853519611,4,0.00633329920669257,0.296656575579727
"Hist1h4i",2.43143697968945,4,0.65695368063597,1
"Zfp322a",0,4,1,1
"Abt1",0.806575525527023,4,0.937564355755202,1
"Hist1h2ae",0.456089746067365,4,0.977632445270729,1
"Hist1h1e",0.980135976508735,2,0.612584744201167,1
"Gmnn",2.14985678763119,3,0.541892426041969,1
"Acot13",0,4,1,1
"Mrs2",0,4,1,1
"Sox4",NA,NA,NA,NA
"E2f3",0.0100487622828989,4,0.999987419996692,1
"Uqcrfs1",0,4,1,1
"Exoc2",0.00940411048418635,4,0.999988979930311,1
"Gmds",7.23876912284113,4,0.123795647481142,1
"Serpinb1a",0.0853619632404466,4,0.999114673608764,1
"Serpinb6a",0.103204574887858,2,0.949706501943207,1
"Eci2",0.736243953360873,4,0.946785233942987,1
"Lyrm4",0.640920342450236,4,0.958409747750673,1
"F13a1",278.755253730948,5,0,0
"Txndc5",3.16059196681681,3,0.367521630208015,1
"Eef1e1",2.53564393517369,4,0.638264769608701,1
"Slc35b3",0,4,1,1
"Nedd9",1.64740550165664,4,0.800247809015334,1
"Tbc1d7",2.62551393027694,2,0.269077196385666,1
"Gfod1",0.202499184694445,2,0.903707446271971,1
"Ranbp9",0,4,1,1
"Mcur1",0,2,1,1
"Gm34084",1.10608256955079,5,0.953563866129193,1
"Dtnbp1",0.120149017755788,4,0.998266192953022,1
"Atxn1",1.33452659803349,3,0.720951176482558,1
"Nup153",3.94286261268799,4,0.413793778722031,1
"Kif13a",4.62412309936829,4,0.328082319010953,1
"Dek",0,3,1,1
"Phf2",0,4,1,1
"Fam120a",13.6019769186777,3,0.00350017848183071,0.186524004024515
"Card19",0,4,1,1
"Fgd3",0,3,1,1
"Cenpp",2.64150554995797,2,0.266934284864341,1
"Auh",5.0821383721809,4,0.278972944612612,1
"Nfil3",0.266843939610475,4,0.991852748966005,1
"Sptlc1",0.811875977818038,4,0.936848869998259,1
"Thoc3",0.146552570402686,4,0.99744290878262,1
"X4833439L19Rik",1.32811703329578,4,0.856587326858147,1
"Cltb",1.24269090982164,3,0.742784517319689,1
"Rnf44",0.179159426451722,2,0.914315379191027,1
"Hk3",0,4,1,1
"Uimc1",3.42909549432847,4,0.488741097206022,1
"Rab24",0,4,1,1
"Mxd3",NA,NA,NA,NA
"Lman2",3.20118116158075,4,0.524740189986185,1
"Dok3",0.275830850234796,4,0.991320475404644,1
"Ddx41",0.170181120126255,4,0.996578754784438,1
"Fam193b",0.163932931554227,4,0.996818792153324,1
"H2afy",0,4,1,1
"Tifab",NA,NA,NA,NA
"Hnrnpa0",6.442237567475,4,0.168466463917095,1
"Ubqln1",0,4,1,1
"Gkap1",3.40498502101284,2,0.18222875044912,1
"X2210016F16Rik",0,2,1,1
"Hnrnpk",0,4,1,1
"Agtpbp1",0.106836581240188,4,0.998623049577475,1
"Isca1",2.78929447837244,4,0.593682087157502,1
"Zcchc6",0,2,1,1
"Ctla2a",6.45266068089849,2,0.0397029280163085,0.892685011035381
"Platr25",0.26438422515841,4,0.991995769385774,1
"Fbp1",13.9469581584299,4,0.00746628176235975,0.327049005565388
"Ptch1",1.33360214297464,2,0.513348117933932,1
"Slc35d2",0.750861070950076,4,0.944911755134987,1
"Zfp367",2.1948761611469,2,0.333724965915629,1
"Ctsl",0.0735313033435257,4,0.999340482797855,1
"Mfsd14b",0,4,1,1
"Uqcrb",0.0907948771195247,4,0.99900019866755,1
"Mterf3",0.0187706019457895,4,0.999956232659958,1
"Zfp729b",1.90783023897534,4,0.752706421137648,1
"Zfp738",0.125114614985605,2,0.939359228948697,1
"Zfp65",0.181765366209226,2,0.913124829585835,1
"Papd7",0,3,1,1
"Ndufs6",1.9364969461137,4,0.747437622199466,1
"Trip13",0.829570320181286,4,0.934440363270886,1
"Cep72",0.630645823495926,3,0.889382254346365,1
"Exoc3",0,2,1,1
"Pdcd6",0.00379308280914001,4,0.999998203837605,1
"Sdha",0.329309859304495,4,0.987844399291181,1
"Zfp825",1.0141516431021,4,0.907642599942005,1
"Cast",0,4,1,1
"Rhobtb3",NA,NA,NA,NA
"Rfesd",0.0430541505957258,2,0.978702978435754,1
"Arsk",4.62024819700197,4,0.328526288685163,1
"Slf1",0.735370865064068,2,0.69233493348513,1
"Polr3g",3.21887833248415,2,0.199999749238563,1
"Rasa1",2.28153744750909,4,0.684132448110873,1
"Cox7c",0,3,1,1
"Atg10",0.280284628681004,4,0.991051059684068,1
"Zcchc9",2.53889883996674,4,0.637684160678197,1
"Msh3",5.55552426820701,4,0.23489179262288,1
"Zfyve16",0.000455513896721593,4,0.999999974067324,1
"Papd4",0.0553495209661269,4,0.999624046326178,1
"Jmy",0.10077409686951,2,0.950861323881848,1
"Scamp1",1.96770356550856e-06,4,0.999999999999516,1
"Aggf1",2.72688351203264,4,0.604518607250566,1
"Iqgap2",0.994227605913479,4,0.91067000629698,1
"Polk",0.358556139893369,4,0.985727212085489,1
"Hmgcr",0,4,1,1
"Nsa2",1.10142033987815,4,0.894046787842832,1
"Hexb",0.161534569945442,4,0.996908740774022,1
"Gm10260",5.87070677031102,4,0.209014280481671,1
"Utp15",1.89400927721939,4,0.755245414840098,1
"Btf3",1.73545218533804,4,0.784268066947164,1
"Gm10320",3.4472714575883,4,0.485940993001616,1
"Fcho2",0,2,1,1
"Tnpo1",0,4,1,1
"Ptcd2",1.56307482000553,4,0.815412870046609,1
"Bdp1",0.133427972906237,4,0.997871165190156,1
