"","waldStat","df","pvalue","padj"
"Mrpl15",0.214792427717888,4,0.994629764145952,1
"Vcpip1",0.798852141024546,4,0.938601884752315,1
"Snhg6",4.90223936447348,4,0.297476229427982,1
"Ppp1r42",0.201161456050724,5,0.999101310448331,1
"Cops5",0,4,1,1
"Arfgef1",0.359664704104654,4,0.985644045479566,1
"Ncoa2",1.1991650575713,4,0.878236066447604,1
"Tram1",0,4,1,1
"Lactb2",0,4,1,1
"Rpl7",33.1256055791572,4,1.12579669242496e-06,0.00020192948478276
"Eloc",0,4,1,1
"Mcm3",4.13878575670079,2,0.126262415085523,1
"Tram2",0.405810241695815,2,0.816355692887234,1
"Ogfrl1",0,4,1,1
"Smap1",0,4,1,1
"Sdhaf4",3.59160324460861,2,0.165994334238026,1
"Phf3",0,4,1,1
"Ptp4a1",0,4,1,1
"Prim2",1.51690804937178,4,0.823642257622173,1
"Bag2",1.29994700693724,2,0.522059609346578,1
"Zfp451",0,4,1,1
"Ccdc115",0.35106605368993,4,0.98628359676209,1
"Fam168b",0.159913409332447,4,0.996968850632,1
"Uggt1",3.36465442660845,4,0.49875392934785,1
"Neurl3",1.28141417847559,4,0.864520908628022,1
"Kansl3",0.990876081125689,4,0.911176303579629,1
"Actr1b",1.39028705049283,3,0.707813071908708,1
"Tmem131",2.13005249683823,3,0.545856905088479,1
"Coa5",1.94934957826142,4,0.745074498163222,1
"Mgat4a",0.847929037912293,4,0.931909452729336,1
"Txndc9",0,4,1,1
"Rev1",1.26663243231578,4,0.867010857104895,1
"Aff3",0.578730013397008,2,0.748738860819773,1
"Tbc1d8",0.0229688056976546,4,0.999934556976231,1
"Rnf149",0.372479448113852,4,0.984667443433347,1
"Tgfbrap1",15.1044360046069,3,0.00172954147213711,0.108494362718509
"Uxs1",0.556408386534584,4,0.967782337992831,1
"Tex30",0,4,1,1
"Kdelc1",0.796255931876428,2,0.67157608329957,1
"Slc40a1",0,5,1,1
"Slc39a10",NA,NA,NA,NA
"Gls",3.16232296663723,4,0.531037840081114,1
"Nab1",0,4,1,1
"Mfsd6",0.107697039013767,4,0.998601179912825,1
"Inpp1",0.00272745340117002,2,0.998637202752117,1
"Asnsd1",1.00683389919597,4,0.908757982868822,1
"Stk17b",0,4,1,1
"Gtf3c3",7.7033142002153,3,0.0525582493507672,1
"Ankrd44",1.04020294282815,4,0.903639861488537,1
"Sf3b1",0.0543295536226555,4,0.999637651730882,1
"Hspd1",6.0026684564138,4,0.198949080148073,1
"Tyw5",1.03065431296907,2,0.597305150396361,1
"Clk1",0,4,1,1
"Ppil3",0,4,1,1
"Orc2",3.05500622142725,4,0.548662814139594,1
"Fam126b",0.428812417743525,4,0.98005070533495,1
"Trak2",0.00450103584423432,4,0.999997471380834,1
"Tmem237",5.73144916623124,3,0.125432419203308,1
"Wdr12",26.9874700619493,4,1.99951954305e-05,0.00267353940356176
"Ino80d",1.27241930024332,4,0.866037323901322,1
"Ndufs1",0.913456952952659,4,0.922622311768399,1
"Klf7",0,4,1,1
"Idh1",0.0015522296191418,4,0.999999698978688,1
"Kansl1l",6.27659383066447,4,0.179422380490504,1
"Acadl",0.0349545264570568,4,0.999849040530595,1
"Lancl1",1.65515824184329,4,0.798846142293556,1
"Ikzf2",NA,NA,NA,NA
"Bard1",6.0615607056931,4,0.194597810672668,1
"Mreg",3.56271255594976,2,0.168409582097721,1
"Pecr",0.0368377885268065,2,0.981749696895155,1
"Aamp",0,4,1,1
"Usp37",0,4,1,1
"Rnf25",0.00225715992832126,2,0.998872056642697,1
"Nhej1",0.506533800270064,4,0.972861803706553,1
"Cnppd1",0,2,1,1
"Atg9a",1.02806560790774,4,0.905510883778674,1
"Tuba4a",1.81688379053654,4,0.76939195281052,1
"Dnpep",0.957999698905553,4,0.916096319527073,1
"Farsb",1.02496682619296,2,0.599006150425929,1
"Wdfy1",12.5288297045167,4,0.0138229212869224,0.495872015336719
"Serpine2",22.6832929228572,4,0.00014647335442608,0.0147556855951971
"Cul3",0.266752366986786,4,0.991858094043449,1
"Dock10",1.32190414978128,4,0.85764836213379,1
"Trip12",0,4,1,1
"Sp110",4.98696855291824,4,0.2886372186351,1
"A630001G21Rik",0,4,1,1
"Ncl",2.46368515022621,4,0.651150120217708,1
"Pde6d",0.502859739805434,4,0.97322198644797,1
"Hjurp",0,4,1,1
"Ilkap",0.697503601884144,4,0.951636420777598,1
"Hes6",2.94406722471525,4,0.567228830454635,1
"Hdac4",0,2,1,1
"Ndufa10",0,4,1,1
"Cops9",3.46474402813608,4,0.483259301876798,1
"Otos",5.94298217352945,4,0.203447056213484,1
"Mterf4",0,3,1,1
"Hdlbp",6.48893610744874,3,0.090099859252554,1
"Stk25",1.30762776101296,4,0.860080046158776,1
"Thap4",0.928925210241558,4,0.920374844366942,1
"Dtymk",0.271124327837168,4,0.991601132232034,1
"St8sia4",2.85672263338736,5,0.722063487856788,1
"Slco4c1",0.0349180851581024,2,0.982692483390551,1
"D1Ertd622e",0,4,1,1
"Ppip5k2",0.00743047848704457,4,0.999993115568709,1
"Pign",0.526443002643487,4,0.97087621946574,1
"Bcl2",1.45857441107665,2,0.482252614601645,1
"Kdsr",0.470322010747533,4,0.976325079207141,1
"Vps4b",0.357702871133694,2,0.836230124223502,1
"Tsn",0.500952740847044,4,0.973408163174472,1
"Ralb",0,4,1,1
"Ptpn4",22.7512502232682,4,0.000141969787031737,0.0145006363032138
"Dbi",0.72458071979446,4,0.948263379842367,1
"Insig2",0.00970446687224691,4,0.999988265926741,1
"Ddx18",0.558969968170551,2,0.756173082360441,1
"Actr3",0,4,1,1
"Mcm6",7.10800074246665,2,0.0286099599656772,0.743454578048021
"Dars",0,4,1,1
"Cxcr4",0,4,1,1
"Mapkapk2",0.211114378821483,4,0.994805799038662,1
"Rassf5",0,2,1,1
"Ikbke",1.88130964435755,4,0.757577551325933,1
"Srgap2",0.0136273365546952,4,0.999976892137328,1
"Snrpe",0,4,1,1
"Atp2b4",NA,NA,NA,NA
"Btg2",0,4,1,1
"Tmem183a",0,4,1,1
"Rnpep",0.128634349973386,4,0.998018234598051,1
"Timm17a",0.425144332189888,3,0.935000659030654,1
"Ipo9",0.629209265563917,2,0.730077465912112,1
"Ptprc",0,2,1,1
"Nek7",1.27481131208653,4,0.865634440385109,1
"X2310009B15Rik",1.9256558240958,4,0.749430520860415,1
"Cdc73",0,4,1,1
"Rgs2",0,2,1,1
"Rgs18",0,4,1,1
"Pla2g4a",0.0237938328660372,4,0.999929790476656,1
"BC003331",1.67250960516255,2,0.433330396045003,1
"Swt1",0.202987097377087,4,0.995185110635369,1
"Tsen15",0.465785217031302,4,0.976745174089297,1
"Smg7",0.528520010737337,4,0.970665820232236,1
"Dhx9",1.06503261839464,4,0.899779740660779,1
"Npl",NA,NA,NA,NA
"Ier5",0.000373360302129753,4,0.999999982577429,1
"Xpr1",0.108993363284175,2,0.946961651210299,1
"Qsox1",0,2,1,1
"Cep350",0.0158595047596828,4,0.99996872523057,1
"Tor1aip1",0.0755448618620136,4,0.999304333840427,1
"Soat1",0.059493087911559,4,0.999566248272784,1
"Fam20b",1.06008236824018,4,0.90055275554907,1
"Ralgps2",2.47149185577985,4,0.649747789847371,1
"Cacybp",0,4,1,1
"Rabgap1l",6.10350717598271,4,0.191550496486937,1
"Dars2",1.95688019488799,4,0.743689706118524,1
"Klhl20",2.09118757324254,4,0.718991546187343,1
"Prdx6",0,4,1,1
"Suco",0,4,1,1
"Mettl13",NA,NA,NA,NA
"Prrc2c",0,4,1,1
"Blzf1",0.170963626823712,4,0.996548114176196,1
"Atp1b1",2.20974688389,2,0.331252802299637,1
"Sft2d2",0,2,1,1
"Tiprl",0.176893795474551,4,0.996311736372755,1
"Dcaf6",0.0465364269582504,3,0.997366985365747,1
"Rcsd1",0.0456426085275045,4,0.999743522204739,1
"Pou2f1",5.44380862989128,4,0.244713077976399,1
"Uck2",0.00915506991068744,2,0.995432925989922,1
"Mgst3",0.762532630406873,4,0.943399331181237,1
"Nuf2",3.06798730895751,4,0.54651305857162,1
"Hsd17b7",0,4,1,1
"Uap1",3.43674089591213,2,0.179358183397711,1
"Uhmk1",0.182260487569177,4,0.996091494298211,1
"Gm7694",0.0830732477929369,2,0.959314200874122,1
"Atf6",2.61252472834703,4,0.624606033609691,1
"Dusp12",3.5798897328286,3,0.310547546350745,1
"Fcgr2b",0.929133013052806,4,0.920344513512747,1
"Fcgr3",9.08301338040233,5,0.10579849377865,1
"Sdhc",0,4,1,1
"Tomm40l",0.72038014465251,3,0.868400184950281,1
"Fcer1g",0.0790639567238549,5,0.999909103458923,1
"Ndufs2",1.56283379783212,4,0.815455977470774,1
"Ppox",0.366817325968258,2,0.832427903746412,1
"Ufc1",0,4,1,1
"Ncstn",1.8430733859454,4,0.764593112202334,1
"Dusp23",1.03462429565092,4,0.904501150570256,1
"Mndal",NA,NA,NA,NA
"Fh1",0.789655111324062,4,0.939829536752993,1
"Cep170",0.46535077411055,4,0.976785238525842,1
"Adss",18.1308363040642,4,0.00116351166598228,0.0864289372892288
"Hnrnpu",0,4,1,1
"Smyd3",0.613960100570589,2,0.735665277073257,1
"Tfb2m",0.464344654752529,2,0.79280948875501,1
"Ahctf1",2.22463061381122,4,0.694522542186723,1
"Psen2",2.31886200570493,2,0.313664604381736,1
"H3f3a",0,4,1,1
"Nvl",0.000196446674958372,4,0.999999995176404,1
"Wdr26",0,4,1,1
"Lbr",0,4,1,1
"Degs1",0.557917617910312,4,0.967623230133958,1
"Fbxo28",0,4,1,1
"Brox",0.00444346726634849,4,0.999997535602354,1
"Mia3",5.03876858249639e-05,4,0.99999999968264,1
"Hlx",1.78163507243695,4,0.775840561551114,1
"Marc2",0.724845312487863,4,0.948230013048069,1
"Iars2",0.342188070872546,4,0.986930506825164,1
"Rrp15",0.00547571196746603,2,0.997265888525872,1
"Cenpf",6.36685003745841,4,0.17337563717426,1
"Smyd2",NA,NA,NA,NA
"Flvcr1",0.218562487678642,4,0.994446511622967,1
"Nenf",1.15715071969275,4,0.885101819295443,1
"Ppp2r5a",0,4,1,1
"Dtl",3.34819690316928,2,0.187477123018299,1
"Rcor3",0,4,1,1
"Traf3ip3",0.111579801035311,4,0.998500432605026,1
"Hsd11b1",0.561406032426973,3,0.905207876297833,1
"G0s2",0.127581529623224,5,0.999704491507948,1
"Cr1l",0,3,1,1
"Tcea1",0,4,1,1
"Atp6v1h",0,4,1,1
"Rb1cc1",0,3,1,1
"Pcmtd1",0,4,1,1
"Rrs1",2.61393844173546,3,0.455051196321296,1
"Sgk3",0,4,1,1
"Cspp1",2.11806918999413,4,0.714053517300975,1
"Terf1",0.181921017909235,4,0.996105603042094,1
"Tmem70",0.989756827238099,4,0.911345191314992,1
"Lmbrd1",0,2,1,1
"Imp4",0.00402641877782291,4,0.99999797621178,1
"Ptpn18",0,4,1,1
"Arid5a",0,4,1,1
"Cnnm4",0.0720853677475536,4,0.999365860916386,1
"Cnnm3",6.99669225501111,2,0.0302473673663065,0.769685604193142
"Cox5b",2.23216043145456,4,0.693145882480717,1
"Inpp4a",6.62674099244585e-05,4,0.999999999451091,1
"Unc50",1.18730241036052,4,0.880184736163053,1
"Mrpl30",0,4,1,1
"Eif5b",7.50627879391336,4,0.1114327430362,1
"Pdcl3",0.056493269102434,4,0.999608497242133,1
"Rpl31",0.44161164172671,4,0.978930459398602,1
"Cnot11",0.424712245713526,4,0.980404097785115,1
"Map4k4",0.000105747294715638,4,0.999999998602238,1
"Il1r2",2.25844090505784,3,0.520529243854052,1
"Il1r1",20.6182951965411,2,3.33268360457328e-05,0.00408475920467199
"Il1rl2",2.85386591288985,2,0.240044019843331,1
"Il18rap",0.23910432884374,2,0.887317720195888,1
"Mrps9",0.186791591030403,4,0.995900891002069,1
"AI597479",0,4,1,1
"Tpp2",0,4,1,1
"Bivm",0.0867513564536431,3,0.993378466537873,1
"Wdr75",0.512258835141273,2,0.774041787702056,1
"Stat1",0,2,1,1
"Hibch",0.0575774838086566,4,0.999593472252794,1
"Coq10b",0,4,1,1
"Hspe1",0.207849461973587,2,0.901293134312994,1
"Mob4",0.0492889371685121,4,0.99970126854763,1
"Mars2",0.390905633888542,4,0.983214692763751,1
"X1700066M21Rik",1.03847228074501,4,0.903907297322333,1
"Maip1",0.00177066020546053,4,0.999999608326538,1
"Sgo2a",4.10994781542259,4,0.391330481028794,1
"Bzw1",0.00673360142534055,4,0.999994345031719,1
"Ndufb3",0.303464759907774,4,0.989589415461193,1
"Cflar",0,4,1,1
"Casp8",8.31817057000963,4,0.0805944096083053,1
"Stradb",0,4,1,1
"Nop58",1.99612588877528,3,0.573211180042358,1
"Bmpr2",1.07910045289956,4,0.89757381809404,1
"Fam117b",0.0786202441711376,4,0.999247310222321,1
"Carf",1.8908656400677,4,0.755822787658847,1
"Nbeal1",4.20395802468563,4,0.379106271503766,1
"Cyp20a1",0.0186957511999298,2,0.990695679966157,1
"Abi2",NA,NA,NA,NA
"Eef1b2",2.49425948105549,4,0.645664016013215,1
"Fastkd2",0.315748803343084,4,0.988774986101001,1
"Creb1",0.11275030506416,4,0.998469400306749,1
"Pikfyve",0.487062038768673,3,0.921724491526038,1
"Rpe",0,4,1,1
"Atic",14.4077582479847,3,0.00239953134852799,0.138369331595982
"Smarcal1",0,2,1,1
"Rpl37a",0,4,1,1
"Cxcr2",2.1276842834968,4,0.712288125511518,1
"Arpc2",0,4,1,1
"Ctdsp1",0,2,1,1
"Cnot9",0.536594057879652,4,0.969842152212471,1
"Ttll4",1.89844163588897e-07,2,0.999999905077923,1
"Retreg2",0,4,1,1
"Zfand2b",1.42619521696626,4,0.839629622692591,1
"Ankzf1",4.90076450752886,4,0.297632066745722,1
"Stk16",0.930063025423393,4,0.920208724614149,1
"Gmppa",7.11433831912535,4,0.129967933134154,1
"Acsl3",6.6397986783392,3,0.0843092675933624,1
"Mrpl44",8.71781575059448,4,0.0685530297980228,1
"Rhbdd1",0.108792762052278,3,0.990761775503246,1
"Mff",0,4,1,1
"Agfg1",0.0641228866057707,4,0.999496886672332,1
"Sp140",2.09266636611435,4,0.718719816119387,1
"Sp100",1.21853425783927,4,0.875037747997244,1
"Cab39",0.168311049877787,4,0.996651459885508,1
"Itm2c",0.400921389759939,2,0.818353654882239,1
"Psmd1",0,4,1,1
"Ptma",1.95490732499889,3,0.581818406269252,1
"Cops7b",1.78825044711376,4,0.774631292028379,1
"Eif4e2",0,4,1,1
"Gigyf2",6.05531594256588,4,0.195055155280162,1
"Inpp5d",0.141161161350859,4,0.997623348126862,1
"Atg16l1",0.0560948357804689,4,0.999613948968203,1
"Agap1",0.835786513114431,4,0.933587013028921,1
"Cops8",0.947325583276526,4,0.917675171206733,1
"Ramp1",0.0168241853587651,4,0.999964816146336,1
"Ube2f",0.383587412688428,4,0.983798462119995,1
"Scly",0.387974305626265,4,0.983449590489175,1
"Asb1",0.432666161017502,4,0.979716123105529,1
"Gpc1",1.80312506584614,4,0.771910553528127,1
"Dusp28",0.268904755760792,4,0.991732039329773,1
"Rnpepl1",0.170159970550811,4,0.996579581153385,1
"Ppp1r7",2.95584604578308,4,0.565241444129046,1
"Atg4b",0,4,1,1
"Ing5",2.75434452067713,2,0.252290958486043,1
"Fam174a",4.49728799083292,4,0.342869175084776,1
"X2310035C23Rik",3.78145478804731,4,0.436389873406714,1
"Zcchc2",0.780973686446973,2,0.676727334170647,1
"Nifk",0.423096739242564,4,0.980542603259541,1
"Clasp1",4.41859113244823,4,0.352309896491097,1
"Tmem185b",0.598615014744172,4,0.963217465823689,1
"Ccdc93",4.1108872536175,4,0.391206849757536,1
"Mgat5",6.91611408597952,2,0.0314908880582156,0.79309585883602
"Ccnt2",3.14814933220428,4,0.533346192092685,1
"Rab3gap1",0.402352194566057,4,0.98228386970119,1
"R3hdm1",0.71551341663058,3,0.869549112667151,1
"Ubxn4",0.0625216765503501,4,0.999521444723066,1
"Yod1",0.962566186525251,4,0.915418056072182,1
"Eif2d",0.581504789725013,4,0.965096584889942,1
"Fam72a",2.30476758695974,4,0.67990117355147,1
"Rab7b",0.381527726115559,2,0.826327691609089,1
"Rab29",2.96576607728453,4,0.563570615155653,1
"Nucks1",9.43335318831663,3,0.0240510432507747,0.679829835322969
"Elk4",3.65902339897013,2,0.160491916930329,1
"Nuak2",1.32280099997466,4,0.857495302045524,1
"Dstyk",0,4,1,1
"Rbbp5",0.491751561609871,4,0.974298981626407,1
"Ppp1r15b",0,4,1,1
"Chil1",NA,NA,NA,NA
"Cyb5r1",0.0592729217843498,2,0.970798392587111,1
"Adipor1",0,4,1,1
"Klhl12",0,2,1,1
"Rabif",0.0467093977593279,4,0.999731488273146,1
"Kdm5b",0.0110369268239936,2,0.994496735336453,1
"Ube2t",2.3019448400309,4,0.680414987140089,1
"Ptpn7",0.556376664857384,4,0.967785678853283,1
"Arl8a",0,2,1,1
"Csrp1",8.38216004884966,3,0.0387398562191845,0.879299082209515
"Tmem9",NA,NA,NA,NA
"Kif21b",0,4,1,1
"Kif14",2.2252539121312,3,0.526991282630671,1
"Zfp281",0,4,1,1
"Gm19705",4.35767076515162,4,0.35975915519899,1
"Dennd1b",0.386362640299422,4,0.983578131639335,1
"Zbtb41",0.634297571561588,4,0.959177247207701,1
"Aspm",4.77190567467735,4,0.311511979992478,1
"Glrx2",0,4,1,1
"Uchl5",0.00111473004117706,4,0.999999844729821,1
"Tpr",1.78675656346072,4,0.774904411220359,1
"Ivns1abp",3.65004032036736e-08,4,1,1
"Trmt1l",2.28328073862351,4,0.683814698837216,1
"Fam129a",0.39919105623384,4,0.982543080814286,1
"Edem3",0.426097209788577,4,0.980285026979161,1
"Arpc5",0,4,1,1
"Ncf2",0,2,1,1
"Rnasel",0.378685550258208,4,0.984184489296479,1
"Glul",15.4221289643476,4,0.00390120232467417,0.20203832320883
"Acbd6",0.3382006214208,4,0.987216587982082,1
"Tor1aip2",0,4,1,1
"Gm2000",0.894896290500912,4,0.925291885745713,1
"Abl2",7.18737298486425,4,0.126311571668801,1
"Cop1",0,4,1,1
"X4930523C07Rik",1.67350632695805,4,0.795524418697734,1
"Mrps14",0,4,1,1
"Rc3h1",0,4,1,1
"Cenpl",0.187069435835602,4,0.995889065188276,1
"Kifap3",0.0943100448754988,2,0.953939504099872,1
"Sell",0.0112339005812267,4,0.999984283882315,1
"F5",6.68306438685962,3,0.0827158414912763,1
"Ccdc181",0.666477967471661,4,0.955397613452318,1
"Mpc2",0.60010033203856,4,0.963052537063389,1
"Creg1",10.3996780646647,4,0.0342073172491403,0.838535370167259
"Tada1",10.3729539325784,4,0.0345927488100397,0.839456620121008
"Aldh9a1",4.86219106298706,4,0.301732044788631,1
"Olfml2b",0.202401177827561,4,0.995211939647609,1
"Fcgr4",1.25416408501989,4,0.869102864237148,1
"B4galt3",0.384896290931028,4,0.983694707655566,1
"Dedd",0,3,1,1
"Pfdn2",0,4,1,1
"Arhgap30",0,2,1,1
"Usf1",0,4,1,1
"Alyref2",0.00833877839236686,4,0.999991332219084,1
"Cd48",8.88811924781681,4,0.0639576209920121,1
"Cd84",7.14711745628324e-05,4,0.999999999361499,1
"Copa",0,4,1,1
"Pex19",0.270479242930529,4,0.991639274325508,1
"Igsf8",3.51573670298788,4,0.475489582104627,1
"Pigm",0.852643680578699,4,0.931254339615108,1
"Tagln2",3.85877940708278,3,0.277122731251474,1
"Aim2",9.10772632403422,3,0.0278923696148378,0.735198875080706
"Ifi209",NA,NA,NA,NA
"Exo1",0.179049743184003,2,0.914365523115259,1
"Zbtb18",0.475999355670923,4,0.975794992009624,1
"Desi2",1.3385730848635,4,0.854797887064207,1
"Cox20",0,4,1,1
"Efcab2",0.208594450827033,4,0.9949248345177,1
"Cnst",1.5043370761855,4,0.82587293198547,1
"Itpkb",0,4,1,1
"Parp1",9.42418871115984e-05,2,0.999952880166618,1
"Lin9",3.63722397370949,2,0.16225080095611,1
"Acbd3",0,4,1,1
"Sde2",0,2,1,1
"Pycr2",1.71085053461818,4,0.788745679409912,1
"Tmem63a",0.225471082138198,4,0.994103347788982,1
"Cnih4",0.411349441050714,4,0.981537188781818,1
"Srp9",0,4,1,1
"X1700047M11Rik",15.9881116186671,3,0.00114036615404711,0.0861876638913866
"Trp53bp2",0.412529173213292,2,0.813617775435007,1
"Aida",0.0209261713532323,4,0.999945642244591,1
"Rab3gap2",4.65163317558802,4,0.324944346282222,1
"Bpnt1",7.62710926978714e-07,2,0.999999618644609,1
"Eprs",7.96110748496494,2,0.0186752951696862,0.597122263816838
"Gpatch2",4.82444831876546,4,0.305789037551837,1
"Angel2",1.00666122789075,4,0.908784253367183,1
"Nsl1",4.05218338044565,2,0.131849825425443,1
"D730003I15Rik",0.0178742745051045,2,0.991102680252126,1
"Ints7",1.27079077577936,3,0.736080502005133,1
"Lpgat1",0,4,1,1
"Nek2",0.869592945401665,4,0.928882094854049,1
"A130010J15Rik",0.0730630593577394,2,0.964127694780484,1
"Cd34",0.0173133188566406,2,0.991380701563057,1
"Rmnd1",0.494275268691123,4,0.97405588385136,1
"Syne1",0,4,1,1
"Fbxo5",3.27244333785663,2,0.194714349466207,1
"Mtrf1l",0.843106268952905,4,0.932577422682125,1
"Ipcef1",1.37235092740807,4,0.848986037571388,1
"Ulbp1",1.78666111547683,3,0.617841919687624,1
"Pcmt1",0,4,1,1
"Ginm1",0,2,1,1
"Tab2",0,4,1,1
"Stxbp5",3.0930757246181,4,0.542372021370626,1
"Rab32",1.64045238197565,4,0.801503919403682,1
"Utrn",1.75298926069608,4,0.781071056158358,1
"B230208H11Rik",0,5,1,1
"Stx11",0.406439993360578,4,0.981946254258031,1
"Ltv1",0,4,1,1
"Phactr2",0.0669019553278071,4,0.999452837778781,1
"Aig1",0.44530209611298,2,0.80039409964589,1
"Vta1",0,4,1,1
"Abracl",0,4,1,1
"Ccdc28a",0.274798377683772,2,0.87162221481312,1
"Pex7",3.36195666612563,4,0.499175992263556,1
"Myb",8.23361457935483,4,0.0833858522443492,1
"E030030I06Rik",8.6001929809728,4,0.0719077332546099,1
"Tbpl1",0.000135067145253069,4,0.999999997719711,1
"Rps12",2.48912195984622,3,0.477260196943089,1
"L3mbtl3",1.35375319740222,5,0.929304541158825,1
"Rnf146",0.0557123609601779,4,0.999619147051832,1
"Cenpw",14.0581037342797,2,0.000885771211379116,0.0700425966503443
"Trmt11",0.0990491572017375,4,0.998813405307714,1
"Hint3",1.47344411652431,4,0.831334867218836,1
"Ncoa7",0,2,1,1
"Rwdd1",0.225620297600359,4,0.994095831356799,1
"Marcks",0,2,1,1
"Slc16a10",0.399702607073744,4,0.982501244925154,1
"Rpf2",4.87991230675333,2,0.0871646732547906,1
"Gtf3c6",0,4,1,1
"Cdc40",0,3,1,1
"Fig4",0.214066271618322,4,0.994664733808628,1
"Cep57l1",0.00470970308590791,2,0.997647918944818,1
"Foxo3",0.545579663375719,4,0.968914774850581,1
"X1700021F05Rik",0.332418917662516,4,0.98762644163231,1
"Cep85l",0.172381533031885,4,0.996492265868641,1
"Man1a",NA,NA,NA,NA
"Serinc1",0.297084552162383,4,0.990001595945047,1
"Mcu",0.795411292073116,4,0.939062184289237,1
"Anapc16",0.880976333561721,4,0.927274068643254,1
"Slc29a3",1.70079809586907,2,0.427244406929034,1
"Sgpl1",0.000381415264677581,2,0.999809310551206,1
"Eif4ebp2",0,4,1,1
"Hk1",0.00252693380584381,4,0.999999202497685,1
"Supv3l1",1.83221704057365,4,0.766583075708862,1
"Vps26a",0.0710516449857055,4,0.999383706258262,1
"Srgn",85.0486251485879,5,1.11022302462516e-16,7.42234556644855e-14
"Ddx21",2.38413858655794,4,0.66549556003271,1
"Ddx50",5.42751934662418,4,0.246174432088816,1
"Ccar1",0.00144020435406304,4,0.999999740850863,1
"Tet1",0.774417409183681,4,0.941844490309434,1
"Hnrnph3",0,4,1,1
"Sirt1",1.14867106430529,4,0.886475107630777,1
"Reep3",0.581411012911869,4,0.96510677764941,1
"Ado",0.768514847235749,3,0.856982078806378,1
"Arid5b",0.815329156727945,4,0.936381242937786,1
"Cdk1",3.57698816254162,3,0.310913429018125,1
"Tfam",0.0285920577002326,4,0.999898780502019,1
"Ube2d1",0.00126791522235578,2,0.99936624329749,1
"Cisd1",3.20005999113894,4,0.524921257238951,1
"Cabin1",0.043046835042781,4,0.999771668204653,1
"Ddt",0.456764399486383,4,0.977571170705944,1
"Gstt2",0.223369219679787,2,0.894326274732265,1
"Mif",1.24080145454162,4,0.87133631971438,1
"Smarcb1",0,4,1,1
"Pcnt",3.04924982672049,2,0.217702698926658,1
"Fam207a",0.395645724905616,4,0.982831846759587,1
"Pfkl",0.805302979248863,3,0.848198214729381,1
"D10Jhu81e",0.217137816007123,4,0.994516095231268,1
"Pwp2",1.59601267691988,3,0.660294256101296,1
"Trappc10",0,4,1,1
"Rrp1",0.55736730105018,4,0.967681282260229,1
"Pdxk",NA,NA,NA,NA
"Mier2",4.99041225893722,4,0.288282672884772,1
"Rnf126",0.864586127817227,4,0.929585619332272,1
"Prss57",2.10213352527071,3,0.551481257250014,1
"Med16",0.358246017741971,4,0.985750440324986,1
"R3hdm4",0,4,1,1
"Tmem259",2.93575130272145,4,0.568634201637742,1
"Polr2e",0.167737621371744,4,0.996673606401755,1
"Sbno2",0.0526883270092112,2,0.973999816727304,1
"X2310011J03Rik",0,4,1,1
"Mbd3",1.00425654099553,2,0.605241171080616,1
"Uqcr11",4.5209233423967,4,0.340073717425944,1
"Tcf3",6.75910805164507,3,0.079985321846667,1
"Rexo1",0.000462417378511519,4,0.999999973275391,1
"Klf16",0.0145251805994042,4,0.999973754732954,1
"Abhd17a",0,4,1,1
"Btbd2",6.10212017833999,4,0.191650574043532,1
"Mknk2",0,4,1,1
"Mob3a",0,2,1,1
"Ap3d1",0.948173550813105,3,0.813789558921258,1
"Plekhj1",3.73239241307446,4,0.443432175329843,1
"Timm13",0.107982906557034,4,0.998593877481831,1
"Lmnb2",2.26536952774156,4,0.687080975573191,1
"Slc39a3",0,2,1,1
"Sgta",0,4,1,1
"Pias4",0.0399505903710431,4,0.999803130792274,1
"Mrpl54",0.512651900710531,4,0.97225768526119,1
"Hmg20b",6.30529630333807,4,0.177479190759784,1
"Fzr1",0.0770752710195056,4,0.999276230474979,1
"Nfic",2.59397155318545,4,0.627891407743505,1
"Ncln",2.04933455030132,4,0.726685207953808,1
"S1pr4",0,4,1,1
"Gna15",0.547658441220235,4,0.968698634470683,1
"Gna11",0,4,1,1
"Sirt6",0.136995318098913,3,0.987055105821681,1
"X1190007I07Rik",0.0848422668427673,4,0.999125269813066,1
"Nfyb",1.43471967439198,4,0.838138679078424,1
"Appl2",6.09785512490698,3,0.106945213645082,1
"Ckap4",0,4,1,1
"Cry1",1.22318520185661,4,0.874266772910099,1
"Prdm4",0.399359419337472,3,0.940374792015839,1
"Rtcb",0,4,1,1
"Hsp90b1",0,4,1,1
"Parpbp",4.46469032964284,3,0.215461536296137,1
"Dram1",0,4,1,1
"Chpt1",NA,NA,NA,NA
"Utp20",5.51251494530756,2,0.0635290833354145,1
"Gas2l3",6.48416990149612,4,0.165790544294799,1
"Scyl2",0.531574863298707,3,0.911901765871481,1
"Actr6",0.757991666057883,4,0.943989480953693,1
"Apaf1",0.698987896767313,4,0.951453675436273,1
"Slc25a3",0,4,1,1
"Tmpo",0,4,1,1
"Nedd1",0.526430419625897,4,0.970877492255581,1
"Elk3",4.61224384660879,4,0.329444938513755,1
"Snrpf",5.02770572652133,3,0.169779600204168,1
"Metap2",0,4,1,1
"Plxnc1",5.82438175630642,2,0.0543565108276231,1
"Mrpl42",15.7276326899121,3,0.00128950092420899,0.0915250773533749
"Nudt4",0,4,1,1
"Zdhhc17",2.00677427749713,3,0.571001869051849,1
